City,Min 1,Max 1,Min 2,Max 2,Min 3,Max 3,Min 4,Max 4,Min 5,Max 5,Min Avg,Max Avg
Raleigh,24.1,24.11,24.88,24.88,25.13,25.13,25.51,25.51,26.81,26.81,24.1,26.81
